P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
AL20243107,Contreras,Jiménez,Axel,al20243107@universidad.edu.mx,axelcontreras@gmail.com,2247528038,01/02/2025,Licenciatura en Administración de Empresas,LAE-02,5,No,NA,No,NA,Beca de colegiatura,8.0,NA,Con padres o tutores,6,"$5,001-$10,000",Padre,Sí,38,Sí,"Apoyo familiar, Ahorro",No,NA,965,Sí,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
AL20242967,Salazar,Jiménez,Dulce María,al20242967@universidad.edu.mx,dulsal@gmail.com,6186411650,20/06/2025,Licenciatura en Administración de Empresas,LAE-02,5,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"$5,001-$10,000",El propio estudiante,Sí,30,No,"Apoyo familiar, Ahorro",No,NA,15,Sí,Solo internet,Primaria,Sin estudios,No,Sí,Sí,Sí,Sí
AL20251388,Pacheco,Castillo,David,david.pacheco@universidad.edu.mx,david.pacheco@yahoo.com,6128225287,19/05/2025,Licenciatura en Derecho,LDE-04,2,No,NA,No,NA,Beca de transporte,NA,09030,Con padres o tutores,2,"$5,001-$10,000",Padre,Sí,14,No,"Apoyo familiar, Trabajo propio",Sí,"Beca municipal, $1,200",1070,No,Solo computadora,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20238992,Montes,Acosta,María José,al20238992@universidad.edu.mx,maria699@gmail.com,5545890676,20/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,6,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,5,"Menos de $5,000",Madre,Sí,19,No,"Apoyo familiar, Trabajo propio",No,NA,1140,No,Sí a ambos,Licenciatura,Sin estudios,No,Sí,Sí,Sí,No
AL20240376,Navarro,Mendoza,Jessica,al20240376@universidad.edu.mx,jessica662@gmail.com,6168973615,21/01/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,3,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,10,No,"Apoyo familiar, Crédito educativo",No,NA,1174,No,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20242585,Espinoza,Pacheco,Cecilia,cecilia.espinoza@universidad.edu.mx,cecilia.espinoza@gmail.com,5613233991,15/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,No,NA,Sí,Personal/Familiar,Beca de colegiatura,8.1,NA,Con padres o tutores,4,"$15,001-$25,000",Beca o apoyo gubernamental,No,NA,NA,Trabajo propio,No,NA,792,Sí,Sí a ambos,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20255075,López,Ramos,Diego,diego.lopez@universidad.edu.mx,diegolopez@hotmail.com,4479316566,22/06/2025,Licenciatura en Mercadotecnia,LMK-07,1,No,NA,No,NA,Beca de colegiatura,9.4,NA,Solo/a,4,"Más de $25,000",Padre,No,NA,NA,"Apoyo familiar, Apoyo gubernamental",No,NA,442,No,Sí a ambos,Sin estudios,Preparatoria,Sí,No,Sí,Sí,No
AL20259086,Benítez,Fuentes,Perla,al20259086@universidad.edu.mx,perlabenitez@gmail.com,5582930697,01/01/2025,Ingeniería Industrial,IIN-06,2,Sí,1,No,NA,Beca de transporte,NA,09030,Con padres o tutores,5,"Menos de $5,000",Padre,Sí,32,No,"Apoyo familiar, Trabajo propio",No,NA,1323,Sí,Solo computadora,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20240301,Carmona,Navarro,José Manuel,al20240301@universidad.edu.mx,josecarmona@gmail.com,5648168473,15/05/2025,Ingeniería Industrial,IIN-06,4,Sí,2,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Solo/a,2,"$5,001-$10,000",Padre,Sí,29,Sí,"Apoyo familiar, Trabajo propio",Sí,"Beca Benito Juárez, $2,575",0,Sí,Solo computadora,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,No
AL20259486,Silva,Domínguez,Ricardo,al20259486@universidad.edu.mx,rica942@gmail.com,3394883326,08/04/2025,Licenciatura en Psicología,LPS-05,3,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$5,001-$10,000",Madre,Sí,4,Sí,"Apoyo familiar, Beca de otra institución",No,NA,665,Sí,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20247542,Campos,Morales,Diana Paola,diana.campos@universidad.edu.mx,diana.campos@gmail.com,5611817732,04/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"$5,001-$10,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,454,No,Sí a ambos,Primaria,Preparatoria,No,Sí,Sí,No,Sí
AL20235883,Gutiérrez,Aguilar,Karla Ivonne,al20235883@universidad.edu.mx,karla190@hotmail.com,8174591981,15/02/2025,Licenciatura en Derecho,LDE-04,6,No,NA,Sí,Académica,Beca de colegiatura,7.5,NA,Con otros familiares,4,"$10,001-$15,000",Madre,Sí,13,No,"Apoyo familiar, Trabajo propio",Sí,"Beca de empresa donde trabajo, $2,500",917,No,Solo internet,Preparatoria,Preparatoria,No,No,Sí,Sí,Sí
AL20234154,Medina,Ruiz,Brenda,brenda.medina@universidad.edu.mx,brendamedina@gmail.com,8173170382,22/01/2025,Licenciatura en Contaduría Pública,LCP-03,7,Sí,3,Sí,Económica,Beca de transporte,NA,56290,Con padres o tutores,5,"Menos de $5,000",Madre,Sí,21,No,"Apoyo familiar, Trabajo propio",No,NA,1492,No,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20230496,Camacho,Villanueva,Cristian,al20230496@universidad.edu.mx,cristian_camacho@hotmail.com,6169402515,20/01/2025,Licenciatura en Administración de Empresas,LAE-02,4,Sí,3,No,NA,Beca de transporte,NA,44450,Con padres o tutores,4,"$15,001-$25,000",Madre,No,NA,NA,Apoyo familiar,No,NA,1500,No,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,No
AL20253683,Domínguez,González,Leticia,al20253683@universidad.edu.mx,leticia.dominguez@hotmail.com,5675067782,07/05/2025,Licenciatura en Contaduría Pública,LCP-03,1,Sí,2,No,NA,Beca de colegiatura,8.8,NA,Con padres o tutores,2,"$5,001-$10,000",Padre,Sí,32,No,"Apoyo familiar, Trabajo propio",Sí,"Beca SEP, $1,800",1570,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20254438,Ramírez,Pacheco,Isabel,al20254438@universidad.edu.mx,isabel.ramirez@hotmail.com,5635798910,22/04/2025,Licenciatura en Enfermería,LEN-10,3,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$10,001-$15,000",Madre,No,NA,NA,Trabajo propio,No,NA,653,No,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,No,Sí
AL20254348,Delgado,Mejía,Martín,al20254348@universidad.edu.mx,martin859@gmail.com,3344646860,25/01/2025,Licenciatura en Administración de Empresas,LAE-02,1,No,NA,Sí,Económica,Beca de colegiatura,9.3,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,Sí,33,No,"Apoyo familiar, Beca de otra institución",No,NA,104,No,Solo internet,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20253185,Pérez,Rangel,Valeria,al20253185@universidad.edu.mx,valeria.perez@outlook.com,5574135094,31/01/2025,Licenciatura en Derecho,LDE-04,1,Sí,4,No,NA,Beca de transporte,NA,08030,Con padres o tutores,3,"$10,001-$15,000",Madre,Sí,28,Sí,Apoyo gubernamental,No,NA,1661,No,Solo computadora,Secundaria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20237293,Ramírez,González,Andrea,al20237293@universidad.edu.mx,andrea.ramirez@gmail.com,5517061052,19/01/2025,Licenciatura en Contaduría Pública,LCP-03,8,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$15,001-$25,000",Otro familiar,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,1761,No,Sí a ambos,Primaria,Secundaria,No,Sí,Sí,Sí,Sí
AL20238663,Guerrero,Velázquez,Andrés,al20238663@universidad.edu.mx,andresguerrero@gmail.com,2296864226,02/02/2025,Licenciatura en Derecho,LDE-04,6,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,5,"$5,001-$10,000",Padre,Sí,10,No,Trabajo propio,Sí,"Jóvenes Escribiendo el Futuro, $2,575",1267,Sí,Solo internet,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20238857,Rojas,Orozco,Hugo,al20238857@universidad.edu.mx,hugo.rojas@gmail.com,3316823861,03/01/2025,Licenciatura en Administración de Empresas,LAE-02,7,Sí,3,No,NA,Beca de colegiatura,7.0,NA,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,43,No,"Apoyo familiar, Trabajo propio",No,NA,804,No,Solo internet,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20210468,Villanueva,Cabrera,Sebastián,sebastian.villanueva@universidad.edu.mx,sebastian.villanueva814@gmail.com,5634737087,10/05/2025,Licenciatura en Psicología,LPS-05,11,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"$10,001-$15,000",Otro familiar,No,NA,NA,"Apoyo familiar, Trabajo propio",No,NA,1271,No,Sí a ambos,Preparatoria,Secundaria,No,No,Sí,Sí,Sí
AL20249415,Coronado,Ruiz,Dulce María,dulce.coronado@universidad.edu.mx,dulcecoronado@gmail.com,5661583009,24/05/2025,Licenciatura en Contaduría Pública,LCP-03,4,No,NA,No,NA,Beca de colegiatura,9.0,NA,Con padres o tutores,6,"$15,001-$25,000",El propio estudiante,Sí,34,Sí,"Apoyo familiar, Trabajo propio",No,NA,968,No,Sí a ambos,Primaria,Preparatoria,No,No,Sí,Sí,No
AL20211829,Morales,García,Sofía,sofia.morales@universidad.edu.mx,sofia.morales@gmail.com,9959450723,22/02/2025,Licenciatura en Derecho,LDE-04,11,Sí,1,Sí,Económica,Beca de transporte,NA,54380,Con padres o tutores,6,"$15,001-$25,000",Padre,No,NA,NA,Apoyo familiar,No,NA,2195,Sí,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
AL20225810,Flores,Aguilar,Gustavo,al20225810@universidad.edu.mx,gustavo.flores@gmail.com,6113760003,06/06/2025,Licenciatura en Contaduría Pública,LCP-03,6,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,5,"Menos de $5,000",Madre,Sí,28,Sí,"Apoyo familiar, Beca de otra institución",No,NA,1574,Sí,Ninguno,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20232343,Silva,Cedillo,Felipe,felipe.silva@universidad.edu.mx,felipe_silva@gmail.com,8166076164,12/06/2025,Licenciatura en Derecho,LDE-04,7,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$5,001-$10,000",Madre,Sí,19,Sí,"Apoyo familiar, Trabajo propio",No,NA,1039,Sí,Sí a ambos,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20250966,Arellano,Gutiérrez,Regina,al20250966@universidad.edu.mx,regina.arellano@gmail.com,2223260299,02/06/2025,Licenciatura en Derecho,LDE-04,2,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,4,"$15,001-$25,000",Madre,Sí,19,No,Crédito educativo,No,NA,821,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,No
AL20249700,Domínguez,Villanueva,Martín,al20249700@universidad.edu.mx,martin.dominguez@gmail.com,2255524415,25/04/2025,Licenciatura en Administración de Empresas,LAE-02,4,Sí,2,Sí,Académica,Beca de colegiatura,7.3,NA,Con padres o tutores,4,"Menos de $5,000",Beca o apoyo gubernamental,No,NA,NA,Apoyo familiar,Sí,"Beca SEP, $2,200",1028,No,Solo internet,Sin estudios,Preparatoria,No,No,Sí,Sí,Sí
AL20228805,Romero,Torres,Ana,ana.romero@universidad.edu.mx,ana.romero@gmail.com,5547818114,23/02/2025,Licenciatura en Derecho,LDE-04,6,No,NA,Sí,Académica,Beca de colegiatura,7.7,NA,Con padres o tutores,3,"Más de $25,000",Padre,No,NA,NA,Trabajo propio,No,NA,3,No,Sí a ambos,Secundaria,Licenciatura,No,Sí,No,Sí,Sí
AL20244038,Domínguez,Zavala,José Manuel,al20244038@universidad.edu.mx,dominguez.jo@gmail.com,5596836838,02/06/2025,Ingeniería en Mecatrónica,IMC-09,5,Sí,1,Sí,Personal/Familiar,Beca de transporte,NA,13450,Con padres o tutores,8+,"$5,001-$10,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,2220,No,Ninguno,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20254179,García,Álvarez,Natalia,natalia.garcia@universidad.edu.mx,natalia_garcia@outlook.com,5538473091,24/06/2025,Ingeniería en Mecatrónica,IMC-09,3,No,NA,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"Menos de $5,000",El propio estudiante,Sí,30,Sí,"Apoyo familiar, Trabajo propio, Ahorro",No,NA,184,Sí,Sí a ambos,Posgrado,Preparatoria,No,Sí,Sí,Sí,Sí
AL20228955,Lara,Espinoza,Dulce María,al20228955@universidad.edu.mx,dulce.lara424@gmail.com,4443876291,21/01/2025,Ingeniería en Sistemas Computacionales,ISC-01,10,Sí,2,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$5,001-$10,000",Padre,Sí,21,No,Trabajo propio,Sí,"Jóvenes Escribiendo el Futuro, $2,575",453,Sí,Solo internet,Secundaria,Sin estudios,Sí,No,Sí,Sí,Sí
AL20244374,Arellano,Villanueva,Itzel,itzel.arellano@universidad.edu.mx,itzel_arellano@hotmail.com,5531229990,26/02/2025,Licenciatura en Contaduría Pública,LCP-03,4,No,NA,No,NA,Beca de colegiatura,8.1,NA,Con padres o tutores,6,"$15,001-$25,000",Madre,No,NA,NA,Trabajo propio,Sí,"Apoyo de fundación privada, $3,500",898,No,Sí a ambos,Secundaria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20254034,Mata,Jiménez,Andrés,al20254034@universidad.edu.mx,andres.mata631@yahoo.com,4493062515,21/01/2025,Licenciatura en Contaduría Pública,LCP-03,3,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",Otro familiar,No,NA,NA,"Trabajo propio, Ahorro",No,NA,658,Sí,Sí a ambos,Preparatoria,Secundaria,No,Sí,Sí,Sí,Sí
AL20255221,Vargas,Camacho,Antonio,al20255221@universidad.edu.mx,antoniovargas@gmail.com,6112920265,27/06/2025,Licenciatura en Contaduría Pública,LCP-03,2,No,NA,Sí,Personal/Familiar,Beca de colegiatura,7.5,NA,Con padres o tutores,7,"Menos de $5,000",Padre,No,NA,NA,Trabajo propio,No,NA,246,No,Ninguno,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20220825,Gómez,Pérez,Valentina,valentina.gomez@universidad.edu.mx,valentina563@gmail.com,3331567887,06/05/2025,Licenciatura en Contaduría Pública,LCP-03,6,Sí,1,No,NA,Beca de transporte,NA,07020,Con padres o tutores,4,"Menos de $5,000",Madre,Sí,23,No,"Trabajo propio, Ahorro",No,NA,879,Sí,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,No
AL20243378,Figueroa,Velázquez,Jessica Alejandra,jessica.figueroa@universidad.edu.mx,jessica.figueroa@gmail.com,5678049924,31/05/2025,Licenciatura en Derecho,LDE-04,5,Sí,2,No,NA,Beca de colegiatura,9.6,NA,Con pareja,5,"$10,001-$15,000",Otro familiar,Sí,13,No,"Trabajo propio, Ahorro",No,NA,1210,No,Solo computadora,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,No
AL20233677,Mata,Villanueva,Juan Carlos,al20233677@universidad.edu.mx,juan.mata@gmail.com,4486520233,07/01/2025,Licenciatura en Contaduría Pública,LCP-03,4,No,NA,No,NA,Beca de colegiatura,9.2,NA,Con padres o tutores,2,"$15,001-$25,000",Beca o apoyo gubernamental,No,NA,NA,Apoyo familiar,No,NA,988,Sí,Sí a ambos,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20246142,Solís,Hernández,Ana Sofía,ana.solis@universidad.edu.mx,ana.solis897@gmail.com,6197215394,24/01/2025,Licenciatura en Administración de Empresas,LAE-02,5,Sí,2,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Solo/a,5,"$10,001-$15,000",Padre,Sí,19,Sí,Apoyo familiar,No,NA,77,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,No
AL20231719,Suárez,Ramírez,Carlos Eduardo,carlos.suarez@universidad.edu.mx,carlossuarez@gmail.com,4440367455,04/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,5,Sí,1,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$5,001-$10,000",Madre,No,NA,NA,Apoyo familiar,Sí,"Jóvenes Escribiendo el Futuro, $2,575",515,Sí,Solo internet,Preparatoria,Primaria,No,No,Sí,Sí,No
AL20241470,Cedillo,Muñoz,Hugo,al20241470@universidad.edu.mx,hugo.cedillo@gmail.com,5689892438,10/02/2025,Ingeniería en Mecatrónica,IMC-09,3,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"$15,001-$25,000",Otro familiar,Sí,33,Sí,"Apoyo familiar, Trabajo propio",No,NA,0,No,Sí a ambos,Primaria,Posgrado,No,Sí,Sí,Sí,Sí
AL20238797,Cabrera,Cisneros,Omar,omar.cabrera@universidad.edu.mx,omar.cabrera47@gmail.com,5596739465,16/05/2025,Licenciatura en Psicología,LPS-05,5,No,NA,No,NA,Beca de colegiatura,7.0,NA,Con padres o tutores,4,"$5,001-$10,000",Tutor,Sí,22,No,"Apoyo familiar, Trabajo propio",No,NA,1167,Sí,Sí a ambos,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20256235,Benítez,Navarro,Carolina,carolina.benitez@universidad.edu.mx,carolina.benitez280@gmail.com,5585112272,18/03/2025,Licenciatura en Administración de Empresas,LAE-02,3,No,NA,Sí,Personal/Familiar,Beca de transporte,NA,09920,Con otros familiares,4,"Menos de $5,000",Madre,Sí,22,No,"Apoyo familiar, Trabajo propio",No,NA,939,No,Ninguno,Secundaria,Sin estudios,Sí,No,Sí,No,Sí
AL20226418,Balderas,Solís,Uriel,uriel.balderas@universidad.edu.mx,uriel_balderas@yahoo.com,9926067145,03/05/2025,Licenciatura en Psicología,LPS-05,6,No,NA,Sí,Personal/Familiar,Beca de colegiatura,8.9,NA,Con otros familiares,6,"$5,001-$10,000",El propio estudiante,Sí,34,Sí,"Apoyo familiar, Trabajo propio, Ahorro",No,NA,1157,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20241849,Arellano,Montes,Francisco,al20241849@universidad.edu.mx,francisco.arellano@gmail.com,5516875921,07/02/2025,Licenciatura en Enfermería,LEN-10,2,Sí,2,Sí,Económica,Beca de colegiatura,7.9,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,Sí,11,Sí,"Apoyo familiar, Apoyo gubernamental",No,NA,132,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,No
AL20248340,Gutiérrez,Cruz,Guadalupe,al20248340@universidad.edu.mx,guagut@gmail.com,5570719810,15/01/2025,Licenciatura en Enfermería,LEN-10,2,Sí,3,No,NA,Beca de transporte,NA,56170,Con padres o tutores,8+,"$5,001-$10,000",El propio estudiante,Sí,43,No,"Apoyo familiar, Trabajo propio",No,NA,1965,Sí,Sí a ambos,Preparatoria,Sin estudios,Sí,No,Sí,Sí,Sí
AL20239538,Alvarado,Galindo,Elena,al20239538@universidad.edu.mx,elena_alvarado@gmail.com,3387009258,14/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,7,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",El propio estudiante,Sí,48,Sí,Trabajo propio,Sí,"Beca IMJUVE, $1,800",877,No,Sí a ambos,Sin estudios,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20203575,Cervantes,Balderas,Alan,alan.cervantes@universidad.edu.mx,alan234@gmail.com,5584467588,26/02/2025,Licenciatura en Contaduría Pública,LCP-03,12,No,NA,Sí,Económica,Beca de colegiatura,7.0,NA,Con padres o tutores,3,"$15,001-$25,000",Padre,Sí,4,No,Trabajo propio,No,NA,568,No,Solo computadora,Secundaria,Preparatoria,Sí,No,Sí,Sí,No
AL20254031,Téllez,Cervantes,Dulce María,dulce.tellez@universidad.edu.mx,dulce.tellez@outlook.com,6115727631,12/03/2025,Licenciatura en Derecho,LDE-04,3,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$15,001-$25,000",Madre,No,NA,NA,Apoyo familiar,No,NA,1496,No,Sí a ambos,Preparatoria,Sin estudios,No,Sí,Sí,Sí,Sí
AL20258619,Molina,Coronado,Emilio,al20258619@universidad.edu.mx,emilio154@hotmail.com,4439845096,15/02/2025,Licenciatura en Contaduría Pública,LCP-03,1,Sí,3,No,NA,Beca de transporte,NA,16050,Con padres o tutores,2,"$15,001-$25,000",El propio estudiante,Sí,40,No,"Apoyo familiar, Trabajo propio",No,NA,2032,No,Sí a ambos,Secundaria,Preparatoria,No,Sí,Sí,Sí,No
AL20246859,Vázquez,Morales,Patricia,patricia.vazquez@universidad.edu.mx,patriciavazquez@gmail.com,6125628025,27/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,Sí,1,No,NA,Beca de colegiatura,8.8,NA,Con padres o tutores,5,"$5,001-$10,000",Madre,Sí,22,No,Trabajo propio,No,NA,1032,Sí,Solo internet,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20240656,Galindo,Zavala,Gustavo,al20240656@universidad.edu.mx,galindo.gu@gmail.com,4443849814,15/04/2025,Ingeniería en Mecatrónica,IMC-09,4,Sí,1,Sí,Personal/Familiar,Beca de transporte,NA,56340,Con padres o tutores,5,"$5,001-$10,000",Madre,Sí,23,No,"Apoyo familiar, Trabajo propio",No,NA,2068,No,Solo internet,Preparatoria,Secundaria,No,Sí,Sí,Sí,Sí
AL20222895,Rojas,Balderas,Laura,al20222895@universidad.edu.mx,laura.rojas120@gmail.com,9996919797,01/04/2025,Ingeniería en Mecatrónica,IMC-09,6,No,NA,Sí,Económica,Beca de transporte,NA,08020,Con padres o tutores,4,"Menos de $5,000",Beca o apoyo gubernamental,Sí,19,Sí,Trabajo propio,No,NA,1733,Sí,Ninguno,Licenciatura,Posgrado,No,Sí,Sí,Sí,Sí
AL20254454,Sánchez,Rivera,Laura Patricia,laura.sanchez@universidad.edu.mx,laura.sanchez@hotmail.com,5598295493,04/03/2025,Ingeniería en Mecatrónica,IMC-09,3,No,NA,No,NA,Beca de colegiatura,8.6,NA,Con padres o tutores,6,"Menos de $5,000",Padre,Sí,17,No,"Apoyo familiar, Beca de otra institución",No,NA,963,No,Sí a ambos,Secundaria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20257599,Fuentes,Téllez,Fernando,al20257599@universidad.edu.mx,fernando.fuentes@gmail.com,5615058724,03/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,3,No,NA,No,NA,Beca de transporte,NA,45060,Solo/a,3,"$15,001-$25,000",Tutor,Sí,29,No,"Apoyo familiar, Trabajo propio",No,NA,1694,No,Solo internet,Posgrado,Primaria,No,Sí,Sí,Sí,Sí
AL20252895,Moreno,Orozco,Roberto,al20252895@universidad.edu.mx,roberto961@gmail.com,6168873102,06/01/2025,Licenciatura en Administración de Empresas,LAE-02,1,No,NA,Sí,Económica,Beca de colegiatura,8.3,NA,Con padres o tutores,6,"Menos de $5,000",Padre,Sí,44,No,Apoyo gubernamental,No,NA,1712,Sí,Solo internet,Sin estudios,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20236676,Rojas,González,Valeria,valeria.rojas@universidad.edu.mx,valeriarojas@hotmail.com,4449495499,16/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,5,Sí,2,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con pareja,4,"$10,001-$15,000",Padre,No,NA,NA,"Apoyo familiar, Ahorro",No,NA,503,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20229474,Cortés,Navarro,Itzel,al20229474@universidad.edu.mx,itzel35@hotmail.com,9926555008,23/01/2025,Licenciatura en Contaduría Pública,LCP-03,8,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,8+,"$15,001-$25,000",Beca o apoyo gubernamental,No,NA,NA,"Trabajo propio, Ahorro",No,NA,137,No,Ninguno,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
AL20255476,Guerrero,Balderas,Manuel,al20255476@universidad.edu.mx,manuel.guerrero@gmail.com,3386295115,03/02/2025,Licenciatura en Administración de Empresas,LAE-02,1,Sí,1,No,NA,Beca de transporte,NA,44570,En residencia estudiantil,3,"$10,001-$15,000",Otro familiar,Sí,41,No,"Apoyo familiar, Trabajo propio",No,NA,1366,No,Sí a ambos,Preparatoria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20250519,Cabrera,Ríos,Fernando,al20250519@universidad.edu.mx,fernando.cabrera@hotmail.com,5532879277,26/05/2025,Licenciatura en Psicología,LPS-05,3,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,4,"$15,001-$25,000",El propio estudiante,Sí,35,Sí,"Trabajo propio, Apoyo gubernamental",Sí,"Beca deportiva institucional, $3,000",135,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
