SID,CALLE,COLONIA,MUNICIPIO,ENTIDAD,CP,FECHA_ACT
4272,Calle Bolívar 21,Florida ,Venustiano Carranza,Ciudad de México,15530,2025-02-05
4273,Av. Revolución 104 Int. 10,Tlacopac,Cuauhtémoc,Ciudad de México,,2025-01-06
4274,Calz. de Tlalpan 960 Int. 19,Santa Úrsula,Centro,Sonora,94077,2025-01-21
4275,Calle 16 de Septiembre 440 Int. 5,San Ángel,Magdalena Contreras,Ciudad de México,11580,2024-08-03
4276,Calle 16 de Septiembre 877,Iztapalapa,Ecatepec,Estado de México,54030,2024-12-21
4277,Calle 16 de Septiembre 943 Int. 7,San Jerónimo,Cuajimalpa,Ciudad de México,15360,2024-12-14
4278,Viaducto Miguel Alemán 277,Buenos Aires,Milpa Alta,Ciudad de México,05120,2025-02-19
4279,Av. Chapultepec 95,Centro,Venustiano Carranza,Ciudad de México,09030,2024-10-20
4280,Av. División del Norte 580,Magdalena Contreras,Tlalnepantla,Estado de México,55067,2024-10-19
4281,Calz. Ignacio Zaragoza 856 Int. 9,Country Club,Milpa Alta,Ciudad  de  México,14300,2024-08-30
4282,Calle Bolívar 372,Anzures,Venustiano Carranza,Ciudad de México,06600,2024-06-02
4283,Calle Pino Suárez 280,Lomas de Chapultepec,Gustavo A. Madero,Ciudad de México,04300,2024-07-21
4284,Calle 5 de Mayo 284 Int. 2,Obrera,Magdalena Contreras,Ciudad de México,09510,2024-09-05
4285,Av. Tláhuac 563,Lomas de Chapultepec,Centro,Tabasco,60959,2024-09-15
4286,Calle 5 de Mayo 2,Coapa,Azcapotzalco,Ciudad de México,14390,2024-11-04
4287,Av. Cuauhtémoc 202 Int. 17,San Lorenzo Tezonco,Xochimilco,Ciudad de México,12300,2024-10-09
4288,Eje 8 Sur 174 Int. 16,Coyoacán,Benito Juárez,Ciudad de México,11860,2024-08-30
4289,Av. Hidalgo 649 Int. 16,Magdalena Contreras,Centro,Guanajuato,81752,2024-08-30
4290,Calle República de Cuba 82,santa úrsula,Tultitlán,Estado de México,56158,2025-02-25
4291,Av. Tláhuac 857,Churubusco,Iztapalapa,Ciudad de México,15330,2024-09-02
4292,Av. Coyoacán 242,San Jerónimo,Cuajimalpa,Ciudad de México,15400,2024-08-22
4293,Calle Uruguay 17,Anzures,Álvaro Obregón,Ciudad de México,09320,2025-01-14
4294,Calle Moneda 135,Mixcoac,Tlahuac,Ciudad de México,15700,2024-06-03
4295,Eje 2 Poniente 623 Int. 9,Azcapotzalco,Venustiano Carranza,Ciudad de México,15380,2024-12-31
4296,Calle Madero 544 Int. 13,San Rafael,Cuajimalpa,Ciudad de México,11040,2024-06-03
4297,Calz. de la Viga 75 Int. 17,Country Club, Iztacalco,Ciudad de México,15380,2024-12-21
4298,Viaducto Miguel Alemán 437,Industrial Vallejo,Magdalena Contreras,Ciudad de México,08300,2024-07-20
4299,Av. Insurgentes 578,San Ángel,Tlalpan,Ciudad de México,01030,2024-07-27
4300,Calle Correo Mayor 887 Int. 4,San Rafael,Benito Juárez,Ciudad de México,,2024-12-21
4301,Eje 8 Sur 236 Int. 16,Irrigación,Chalco,Estado de México ,54320,2024-09-17
4302,Calz. Ermita Iztapalapa 827,Del Carmen,Metepec,Estado de México,54380,2024-06-02
4303,Av. División del Norte 514,Azcapotzalco,Iztacalco,Ciudad de México,14610,2025-02-17
4304,Av. Insurgentes 587 Int. 20,Hipódromo,Coyoacán,Ciudad de México,09750,2024-08-23
4305,Av. Revolución 255 Int. 9,Verónica Anzures,Azcapotzalco,Ciudad de México,11000,2025-01-27
4306,Calle Pitágoras 806 Int. 7,Aragón,Toluca,Estado de México,055310,2024-12-31
4307,Av. Tláhuac 986,Polanco,Benito Juárez,Ciudad de México,08000,2025-02-16
4308,Av. Canal de Miramontes 966 Int. 2,Polanco,Cuautitlán Izcalli,Estado de México,56337,2024-07-27
4309,Av. Chapultepec 928 Int. 8,Balbuena,Iztacalco,Ciudad de México,15370,2024-08-07
4310,Eje 4 Sur 2,Granada,Azcapotzalco,Ciudad de México,16060,2024-12-22
4311,Calle Donceles 333,Tacubaya,Gustavo A. Madero,Ciudad de México,09210,2024-07-28
4312,Eje 2 Norte 522,Condesa,Tláhuac,Ciudad de México,16050,2024-08-14
4313,Calz. de Tlalpan 4 Int. 5,Irrigación,Gustavo A. Madero,Ciudad de México,04000,2024-10-24
4314,Eje 7 Sur 383,San Rafael,Xochimilco,Ciudad de México,13050,2024-09-20
4315,Calle Madero 635 Int. 18,Peralvillo,Gustavo A. Madero,Ciudad de México,04040,2024-10-16
4316,Calle Madero 415,Hipódromo,Coacalco,Estado de México,56337,2024-06-10
4317,Eje 6 Sur 651,Buenos Aires,Centro,Aguascalientes,21315,2024-07-16
4318,Av. Juárez 507,Verónica Anzures,Ecatepec,Estado de México,55384,2024-11-08
4319,Calz. de la Viga 775 Int. 7,San Ángel,Centro,San Luis Potosí,76796,2024-08-10
4320,Calle República de Cuba 799,Pedregal,Iztapalapa,Ciudad de México,09420,2024-12-17
4321,Av. Canal de Miramontes 397,Verónica Anzures,Milpa Alta,Ciudad de México,14070,2024-09-27
4322,Eje 1 Norte 329 Int. 2,San Jerónimo,Cuajimalpa, Ciudad de México,10500,2024-07-26
4323,Calle Bolívar 470,Pantitlán,Gustavo A. Madero,CIUDAD DE MÉXICO,02010,2024-06-08
4324,Calle Correo Mayor 997,Juárez,Coyoacán,CIUDAD DE MÉXICO,03010,2024-08-12
4325,Av. Coyoacán 320 Int. 10,Moctezuma,Venustiano Carranza,Ciudad de México,03300,2024-10-31
4326,Eje 2 Poniente 695,Coapa,Centro,Quintana Roo,77351,2024-12-31
4327,Av. Chapultepec 224,Milpa Alta,Miguel Hidalgo,Ciudad de México,11500,2024-06-15
4328,Av. Insurgentes 270,Del Valle,Magdalena Contreras,Ciudad de México,06300,2024-10-14
4329,Av. Coyoacán 352,Verónica Anzures,Toluca,Estado de México,55420,2024-11-02
4330,Av. Aztecas 166 Int. 7,Del Valle,Venustiano Carranza,Ciudad de México,09750,2025-02-01
4331,Calle Pitágoras 893 Int. 13,Tlalpan,Gustavo A. Madero,Ciudad de México,08020,2024-08-18
4332,Calle Moneda 199 Int. 9,Centro,Tlalpan,Ciudad de México,09020,2024-09-16
4333,Calle Correo Mayor 632,XOCHIMILCO,Tlalpan,Ciudad de México,11000,2024-11-10
4334,Calle Isabel la Católica 263,Lindavista,Tlalpan,Ciudad de México,15040,2025-01-12
4335,Av. Universidad 761,Mixcoac,Centro,Sinaloa,80180,2025-02-05
4336,Circuito Interior 137,Santa Úrsula,Tlalnepantla,Estado de México,55110,2024-12-16
4337,Av. Insurgentes 376,Iztapalapa,Centro,Hidalgo,65739,2024-07-04
4338,Av. Canal de Miramontes 670, Tabacalera,Álvaro Obregón,Ciudad de México,14418,2025-01-22
4339,Av. Canal de Miramontes 972,Santa Catarina,Azcapotzalco,Ciudad de México,16035,2024-06-30
4340,Calz. de Tlalpan 514,Polanco,Cuajimalpa,Ciudad de México,08020,2024-12-25
4341,Av. Aztecas 118 Int. 13,Ajusco,Tlalpan,Ciudad de México,11200,2024-08-31
4342,Calz. Ermita Iztapalapa 129 Int. 7,Agrícola Oriental,Álvaro Obregón,Ciudad de México,09050,2025-01-02
4343,Calle Uruguay 53,Doctores,azcapotzalco,Ciudad de México,09010,2024-12-23
4344,Av. Tlalpan 958,Anzures,Ecatepec,Estado de México,50110,2024-11-08
4345,Eje 8 Sur 45 Int. 11,Industrial Vallejo,Coyoacán,Ciudad de México,14000,2024-07-10
4346,Eje 1 Norte 363 Int. 1,Doctores,Cuauhtémoc,Ciudad de México,15380,2025-01-19
4347,Eje 6 Sur 20,Santa María la Ribera,Centro,Hidalgo,45378,2024-08-01
4348,Circuito Interior 887,Guerrero,Tláhuac,Ciudad de México,13040,2024-07-14
4349,Calle 16 de Septiembre 976,Irrigación,Cuauhtémoc,Ciudad de México,14100,2024-10-27
4350,Calle Tacuba 565 Int. 16,Magdalena Contreras,Xochimilco,Ciudad de México,08030,2024-08-29
4351,Av. Juárez 473,Ajusco,Atizapán de Zaragoza,Estado de México,52184,2024-08-09
4352,Eje 6 Sur 580,Iztapalapa,Tlalnepantla,Estado de México,55409,2024-12-29
4353,Calle Leibniz 484,Narvarte,Texcoco,Estado de México,52100,2024-06-10
4354,Calle República de Cuba 169,Agrícola Oriental,Benito Juárez,Ciudad de México,12300,2025-02-01
4355,Av. Reforma 896,Jardines del Pedregal,Miguel Hidalgo,Ciudad de México,09080,2024-12-30
4356,Calle Moneda 410 Int. 10,San  Rafael,Cuajimalpa,Ciudad de México,05010,2024-06-10
4357,Av. Taxqueña 748,Roma Sur,Cuautitlán Izcalli,Estado de México,56356,2024-06-04
4358,Calle Pino Suárez 595 Int. 11,Culhuacán,Ixtapaluca,Estado de México,55264,2025-02-04
4359,Eje 7 Sur 921,Morelos,Centro,Baja California Sur,23464,2025-01-19
4360,Av. Revolución 571,Polanco,Naucalpan,Estado de México,56134,2024-12-05
4361,Calle Tacuba 101,Guerrero,Nezahualcóyotl,estado de méxico,52240,2024-08-15
4362,Calz. Ermita Iztapalapa 973,San Lorenzo Tezonco,Iztapalapa,Ciudad de México,11590,2024-12-11
4363,Calle Moneda 715,San Rafael,Centro,San Luis Potosí,69511,2024-09-17
4364,Eje 7 Sur 363,Peralvillo,Magdalena Contreras,Ciudad de México,07000,2024-12-27
4365,Eje 5 Sur 171 Int. 20,Escandón,Tláhuac,Ciudad de México,03400,2024-09-15
4366,Circuito Interior 151,Florida,Xochimilco,Ciudad de México,14630,2024-07-10
4367,Calz. Ermita Iztapalapa 613 Int. 13,Tacubaya,Venustiano Carranza,Ciudad de México,13000,2024-12-22
4368,Calz. Ignacio Zaragoza 628,Polanco,Álvaro Obregón,Ciudad de México,01000,2024-07-31
4369,Calle Correo Mayor 55 Int. 20,Centro,Huixquilucan,estado de méxico,56170,2024-12-31
4370,Calle Correo Mayor 763 Int. 16,Narvarte,Cuauhtémoc,Ciudad de México,07500,2024-10-25
4371,Calle Isabel la Católica 852,Tabacalera,Huixquilucan,Estado de México,56000,2025-02-01
4372,Calle Euler 284,Tláhuac,Cuajimalpa,Ciudad de México,06140,2025-02-27
4373,Eje 2 Poniente 104,Morelos,Magdalena Contreras,Ciudad de México,06140,2024-06-14
4374,Av. Cuauhtémoc 523,Cuauhtémoc,Coyoacán,Ciudad de México,15100,2024-06-17
4375,Av. Canal de Miramontes 854,Anzures,Venustiano Carranza,Ciudad de México,15200,2025-01-31
4376,Eje 3 Norte 574,Florida,Coacalco,Estado de México,56260,2024-08-02
4377,Calz. de la Viga 537 Int. 20,Tepito,Álvaro Obregón,Ciudad de México,10200,2024-11-27
4378,Av. Insurgentes 518,San Rafael,Atizapán de Zaragoza,Estado de México,56000,2024-09-19
4379,Calle Pino Suárez 375 Int. 8,Polanco,La Paz,Estado de México,55339,2025-01-14
4380,Calle Euler 586,Buenos Aires,Iztapalapa,Ciudad de México,15440,2025-02-03
4381,Calle Pitágoras 804 Int. 14,Granada,Centro,San Luis Potosí,29562,2024-07-21
4382,Calle Madero 230,San Lorenzo Tezonco,Gustavo A. Madero,Ciudad de México,14080,2025-02-09
4383,Eje 7 Sur 880 Int. 6,Tacubaya,Ecatepec,ESTADO DE MÉXICO,55249,2025-01-11
4384,Viaducto Miguel Alemán 955,Granada,Coacalco,Estado de México,52150,2024-07-02
4385,Av. Juárez 567,Aragón,Tláhuac,Ciudad de México,14320,2024-12-18
4386,Eje 5 Sur 201,Guerrero,Álvaro Obregón,Ciudad de México,06300,2024-06-23
4387,Av. Revolución 971,Tlacopac,Iztapalapa,Ciudad de México,15440,2024-09-29
4388,Calle Pitágoras 827 Int. 10,Santa Catarina,Milpa Alta,Ciudad de México,14630,2024-10-08
4389,Calle 16 de Septiembre 556,Condesa,Xochimilco,Ciudad de México,15080,2024-11-07
4390,Calz. de Tlalpan 463,Peralvillo,Centro,Oaxaca,97193,2024-10-11
4391,Calle Pino Suárez 931,Roma Sur,Azcapotzalco,Ciudad de México,11540,2024-08-03
4392,Calle Correo Mayor 958 Int. 17,Juárez,Azcapotzalco,Ciudad de México,15400,2024-12-01
4393,Calle República de Cuba 83,Milpa Alta,Iztapalapa,Ciudad de México,09780,2024-10-18
4394,Calle Euler 997 Int. 7,MORELOS,Toluca,Estado de México,54020,2024-06-25
4395,Calz. de la Viga 92 Int. 17,Cuauhtémoc,Tlalnepantla,Estado de México,55040,2024-07-12
4396,Eje 8 Sur 694 Int. 6,Mixcoac,Cuajimalpa,Ciudad de México,15410,2025-01-13
4397,Av. Chapultepec 786 Int. 15,Tepito,Tláhuac,Ciudad de México,14710,2024-09-11
4398,Av. Aztecas 207,TABACALERA,Milpa Alta,Ciudad de México,06140,2024-11-28
4399,Eje 1 Norte 805 Int. 14,Del Valle,Azcapotzalco,Ciudad de México,12200,2024-09-22
4400,Av. Chapultepec 612 Int. 2,Guerrero,Milpa Alta,Ciudad de México,16035,2024-12-17
4401,Av. Chapultepec 220,Tláhuac,Iztapalapa,Ciudad de México,15810,2024-08-21
4402,Eje 1 Poniente 580 Int. 9,Juárez,magdalena contreras,Ciudad de México,08000,2024-10-09
4403,Viaducto Miguel Alemán 305,Morelos,Azcapotzalco,Ciudad de México,13100,2024-10-11
4404,Av. Coyoacán 158,Anzures,Magdalena Contreras,CIUDAD DE MÉXICO,13080,2025-01-13
4405,Av. Cuauhtémoc 942 Int. 14,Churubusco,Milpa Alta,Ciudad de México ,09540,2024-07-22
4406,Calle Leibniz 699,Coyoacán,Benito Juárez,Ciudad de México,03400,2024-09-27
4407,Av. Revolución 641,Doctores,Benito Juárez,Ciudad de México,010800,2024-10-10
4408,Periférico Sur 110,Tabacalera,Tultitlán,Estado de México,54000,2024-07-22
4409,Calz. Ermita Iztapalapa 672 Int. 18,Moctezuma,Venustiano Carranza,Ciudad de México,07060,2024-06-09
4410,Eje Central 208 Int. 20,San Lorenzo Tezonco,Gustavo A. Madero,Ciudad de México,15390,2024-11-10
4411,Av. Revolución 537 Int. 5,Santa Úrsula,Álvaro Obregón,Ciudad de México,16060,2024-10-04
4412,Calle Pino Suárez 400 Int. 20,Xochimilco,Azcapotzalco,Ciudad de México,11600,2024-09-13
4413,Av. Revolución 734 Int. 1,Roma Sur,Iztapalapa,Ciudad de México,01050,2024-06-26
4414,Eje 2 Norte 347,Tlacopac,Atizapán de Zaragoza,Estado de México,56247,2024-08-09
4415,Calz. de Tlalpan 277 Int. 15,San Ángel,Magdalena Contreras,Ciudad de México,13020,2025-01-17
4416,Av. Juárez 115,Balbuena,Centro,Hidalgo,35449,2024-09-25
4417,Circuito Interior 842,Polanco,Cuauhtémoc,Ciudad de México,01060,2024-11-06
4418,Calz. de la Viga 517,Churubusco,Cuajimalpa,Ciudad de México,09910,2025-03-01
4419,Calle Uruguay 20 Int. 15,Clavería,Iztapalapa,Ciudad de México,11450,2025-02-04
4420,Calz. Ermita Iztapalapa 189,Anzures,Milpa Alta,Ciudad de México,11540,2024-09-08
4421,Calle Isabel la Católica 602 Int. 17,Balbuena,Gustavo  A.  Madero,Ciudad de México,14200,2024-10-22
4422,Eje 4 Sur 91 Int. 2,Tabacalera,Zinacantepec,Estado de México,55080,2024-12-18
4423,Eje 5 Sur 773 Int. 1,Culhuacán,Cuajimalpa,Ciudad de México,08200,2024-10-20
4424,Av. Cuauhtémoc 710,Santa Catarina,Ixtapaluca,Estado de México,54310,2024-08-17
4425,Eje 1 Norte 567 Int. 10,Industrial Vallejo,Miguel Hidalgo,Ciudad de México,09560,2024-06-10
4426,Av. División del Norte 306 Int. 17,San Ángel,Cuajimalpa,Ciudad de México,09210,2024-12-29
4427,Eje 2 Poniente 459,Country Club,Venustiano Carranza,Ciudad de México,09030,2024-11-02
4428,Periférico Norte 36 Int. 8,Magdalena Contreras,Benito Juárez,Ciudad de México,01050,2025-01-30
4429,Eje 5 Sur 243 Int. 7,Florida,Atizapán de Zaragoza,Estado de México,55190,2024-11-25
4430,Av. Aztecas 196 Int. 15,Condesa,Álvaro Obregón,Ciudad de México,03200,2024-12-26
4431,Calle Correo Mayor 29,Buenos Aires,Iztapalapa,Ciudad de México,12100,2024-11-03
4432,Calz. Ignacio Zaragoza 151,Anzures,Huixquilucan,Estado de México,55398,2024-11-18
4433,Calle 5 de Mayo 241,Hipódromo,Iztacalco,Ciudad de México,11700,2024-07-16
4434,Calz. Ignacio Zaragoza 259 Int. 4,Azcapotzalco,Zinacantepec,Estado de México,56110,2024-07-12
4435,Calle Bolívar 5,Irrigación,Tlalnepantla,Estado de México,56227,2024-10-23
4436,Calle Correo Mayor 878 Int. 20,San Rafael,Chimalhuacán,Estado de México,54378,2024-11-23
4437,Eje 4 Sur 856,Ajusco,Texcoco,Estado de México,55027,2024-07-30
4438,Av. Chapultepec 778,Obrera,Gustavo A. Madero,Ciudad de México,11570,2025-02-28
4439,Av. División del Norte 211,San Jerónimo,miguel hidalgo,Ciudad de México,12000,2024-06-15
4440,Calle Isabel la Católica 9 Int. 16,San Rafael,Centro,Colima,93306,2024-09-24
4441,Viaducto Miguel Alemán 936,Santa Úrsula,Ecatepec,Estado de México,56323,2024-09-17
4442,Calz. de Tlalpan 260 Int. 14,Centro,Xochimilco,Ciudad de México,09080,2025-01-16
4443,Calle Moneda 412,San Ángel,Iztacalco,Ciudad de México,14400,2024-12-18
4444,Av. Reforma 482 Int. 19,Centro,Coacalco,Estado de México,52270,2024-08-05
4445,Calle Bolívar 416,Cuauhtémoc,Centro,Sonora,48857,2024-11-02
4446,Eje 7 Sur 594,Obrera,Ixtapaluca,Estado de México,56297,2024-07-24
4447,Calle Pitágoras 12,Azcapotzalco,Tlalnepantla,Estado de México,55028,2025-02-19
4448,Eje 7 Sur 998,Polanco,Benito Juárez,Ciudad de México,09720,2024-08-03
4449,Periférico Sur 744 Int. 9,Milpa Alta,Coyoacán,Ciudad de México,10000,2024-10-18
4450,Av. Juárez 518,Irrigación,Miguel Hidalgo,Ciudad de México,06170,2024-07-14
4451,Calle Madero 811,San Rafael,Atizapán de Zaragoza,Estado de México,5321,2024-06-15
4452,Calz. de la Viga 399 Int. 2,San Lorenzo Tezonco,Azcapotzalco,Ciudad de México,11300,2024-08-18
4453,Calle Madero 561 Int. 9,Tabacalera,Iztacalco,Ciudad de México,15900,2025-02-16
4454,Calle República de Cuba 570 Int. 5,Santa Úrsula,Xochimilco,Ciudad de México,13200,2024-10-13
4455,Calle Leibniz 973,Irrigación,Iztacalco,Ciudad de México,14250,2024-11-10
4456,Calle Euler 468,Lomas de Chapultepec,Tláhuac,Ciudad de México,15540,2024-06-12
4457,Eje 8 Sur 120,Del Carmen,Azcapotzalco,Ciudad de México,09310,2024-11-20
4458,Calle Tacuba 748 Int. 18,Pantitlán,Miguel Hidalgo,Ciudad de México,09750,2024-08-13
4459,Calle Bolívar 374 Int. 8,Country Club,Miguel Hidalgo,Ciudad de México,14070,2024-06-08
4460,Eje 1 Poniente 882 Int. 15,Santa Catarina,Tláhuac,Ciudad  de  México,15830,2025-01-16
4461,Eje 3 Norte 477,Magdalena Contreras,Nezahualcóyotl,Estado de México,54350,2024-08-23
4462,Av. Universidad 20,Milpa Alta,Tlalpan,Ciudad de México,0510,2024-09-24
4463,Calz. Ermita Iztapalapa 933,Peralvillo,Álvaro Obregón,Ciudad de México,15830,2025-02-10
4464,Eje 3 Sur 596 Int. 7,Centro,Iztapalapa,Ciudad de México,06000,2024-11-30
4465,Av. Hidalgo 51,Tepito,Centro,Nayarit,72604,2024-08-17
4466,Calle Moneda 808 Int. 5,Escandón,Magdalena Contreras,Ciudad de México,09920,2024-12-03
4467,Calle República de Cuba 654 Int. 9,Del Carmen,Ecatepec,Estado de México,56340,2024-08-13
4468,Circuito Interior 300,Roma Sur,Miguel Hidalgo,Ciudad de México,08010,2024-12-22
4469,Eje 3 Sur 21,Mixcoac,Álvaro Obregón,Ciudad de México,06020,2025-02-18
4470,Circuito Interior 351 Int. 14,SANTA CATARINA,Álvaro Obregón,Ciudad de México,11020,2025-01-10
4471,Circuito Interior 372,Churubusco,Xochimilco,Ciudad de México,11490,2024-06-02
4472,Av. Hidalgo 470 Int. 18,Escandón,Cuajimalpa,Ciudad de México,15480,2025-02-02
4473,Eje 5 Sur 572,Clavería,Magdalena Contreras,Ciudad de México,09240,2024-12-10
4474,Calle Madero 219, San Rafael,Iztapalapa,Ciudad de México,14410,2024-11-27
4475,Circuito Interior 985 Int. 16,Santa Catarina,Cuajimalpa,Ciudad de México,14620,2024-09-21
4476,Calle Donceles 276,Tláhuac,Centro,Coahuila,77076,2025-02-04
4477,Calle Pitágoras 363,Jardines del Pedregal,Coacalco,Estado de México,55025,2024-11-20
4478,Av. Insurgentes 853 Int. 20,Iztapalapa,Cuajimalpa,Ciudad de México,16030,2025-01-23
4479,Calle Pitágoras 951 Int. 4,Verónica Anzures,Álvaro Obregón,Ciudad de México,15050,2024-08-26
4480,Calle 16 de Septiembre 249,Lomas de Chapultepec,Xochimilco,Ciudad de México,07500,2024-08-18
4481,Calz. Ignacio Zaragoza 945,Roma Sur,Tláhuac,Ciudad de México,O7O5O,2025-02-13
4482,Calle Tacuba 129,Doctores,Venustiano Carranza,Ciudad de México,14100,2024-08-10
4483,Calle Tacuba 571,Juárez,Miguel Hidalgo,Ciudad de México,01080,2024-11-12
4484,Eje 7 Sur 127,Tlalpan,Iztacalco,Ciudad de México,14610,2024-11-26
4485,Av. Insurgentes 741,Agrícola Oriental,Magdalena Contreras,Ciudad de México,03300,2024-09-02
4486,Eje Central 366 Int. 13,Constitución de 1917,La Paz,Estado de México,54240,2024-10-14
4487,Eje 1 Poniente 545,Hipódromo,Centro,Quintana Roo,87268,2024-07-07
4488,Calle Bolívar 130 Int. 8,Santa Catarina,Huixquilucan,Estado de México,52226,2024-09-03
4489,Circuito Interior 693 Int. 14,Tlacopac,Centro,Guanajuato,50301,2025-02-02
4490,Calle 5 de Mayo 474 Int. 7,Agrícola Oriental,Cuauhtémoc,Ciudad de México,01010,2024-12-12
4491,Calle Pino Suárez 761 Int. 19,Ajusco,Chalco,Estado de México,54243,2025-03-01
4492,Viaducto Miguel Alemán 514,Anzures,Cuauhtémoc,Ciudad de México,02000,2024-06-11
4493,Calle Leibniz 729,Lomas de Chapultepec,Iztapalapa,Ciudad de México,16080,2025-02-20
4494,Calz. Ermita Iztapalapa 134 Int. 15,Moctezuma,Benito Juárez,Ciudad de México,05050,2025-01-28
4495,Calle Euler 967,Pantitlán,Cuajimalpa,Ciudad de México,10600,2025-01-25
4496,Av. Chapultepec 907,Jardines del Pedregal,Ixtapaluca,Estado de México,56276,2024-07-26
4497,Calz. de la Viga 268 Int. 16,Peralvillo,Naucalpan,Estado de México,54350,2024-07-11
4498,Calle Moneda 940 Int. 19,Tepito,Milpa Alta,Ciudad de México,16040,2025-01-31
4499,Av. Insurgentes 632,Doctores,Iztacalco,Ciudad de México,11840,2024-11-07
4500,Calle Pitágoras 914,Irrigación,Benito Juárez,Ciudad de México,06250,2025-02-16
4501,Calz. de la Viga 389 Int. 15,Irrigación,Venustiano Carranza,Ciudad de México,06400,2024-09-10
4502,Eje 1 Poniente 8,Narvarte,Iztacalco,Ciudad de México,04030,2024-12-26
4503,Calle 5 de Mayo 900,Tlacopac,Metepec,Estado de México,55370,2024-07-12
4504,Eje 4 Sur 194 Int. 2,Tlalpan,Ixtapaluca,Estado de México,54280,2024-08-14
4505,Av. Canal de Miramontes 611 Int. 14,Ajusco,Milpa Alta,Ciudad de México,14040,2024-12-25
4506,Eje 2 Norte 480,Lindavista,Nezahualcóyotl,Estado de México,55349,2024-12-07
4507,Av. Tláhuac 986,Constitución de 1917,Toluca,Estado de México,54244,2025-01-16
4508,Eje 3 Norte 809,Portales,Coacalco,Estado de México,52236,2024-08-20
4509,Calle Leibniz 276 Int. 10,Clavería,Venustiano Carranza,Ciudad de México,15420,2025-01-04
